date,country,hp_cycle,cf_cycle,bk_cycle
1985-10-01,US,0.0008458427049262696,0.0006293968690146978,0.0018993106353729083
1986-01-01,US,0.0007686417856955785,0.00025952897028985733,0.0011568135959190984
1986-04-01,US,0.0008926045180341902,-0.00013374579272590337,0.0003126812746268859
1986-07-01,US,-0.0032078727235393956,-0.0004404393681660679,-0.0004432271673701915
1986-10-01,US,-0.0051029514423390765,-0.0005824672257748464,-0.0009659343300292833
1987-01-01,US,-0.0016987882212191607,-0.0006589252405982127,-0.0012872605244799162
1987-04-01,US,-0.0012203502983982872,-0.0009190286440683981,-0.0017038519770712912
1987-07-01,US,-0.0033985431694478763,-0.0015418571886007815,-0.0025070737664066034
1987-10-01,US,-0.005549509611011416,-0.0024097964985435177,-0.0035292474727121603
1988-01-01,US,-0.007247268310248245,-0.0031020777696528857,-0.004276442877378578
1988-04-01,US,-0.005294369510805197,-0.003154561086438294,-0.0041618316610054495
1988-07-01,US,-0.004010833913634215,-0.0023919482269335463,-0.003111977132875865
1988-10-01,US,-0.0015083732387388693,-0.0010621687183515471,-0.0015191299592184349
1989-01-01,US,-0.0020331924349257235,0.0003348720971382835,-9.596203291495353e-06
1989-04-01,US,-0.0009365537177270511,0.0013756077057955757,0.0010034075031005452
1989-07-01,US,0.0011455514426081947,0.001929486796936497,0.0015211809559345368
1989-10-01,US,0.0011347169218947073,0.0021131681932398394,0.0018329113712227396
1990-01-01,US,0.0029208206262936187,0.0020703477697116,0.002119935608532131
1990-04-01,US,0.0019250312638927625,0.001805278463054949,0.0022109170929575928
1990-07-01,US,0.0016676920298799303,0.001222090880806742,0.0018517131970694212
1990-10-01,US,0.001557942974910631,0.0003169001185026332,0.0011181305980092482
1991-01-01,US,-0.000613118157877679,-0.000668882411766325,0.0003873062049248033
1991-04-01,US,0.0012516326602920458,-0.00128200563337591,0.0002276668648708846
1991-07-01,US,0.0008587026570410217,-0.00106218921705159,0.0008718795670399071
1991-10-01,US,0.002073816789579297,0.0002198497602274238,0.002183017146130589
1992-01-01,US,0.004445163325955903,0.002418019105941392,0.004199563789385047
1992-04-01,US,0.006689634398721722,0.004994460883947381,0.006729766216415051
1992-07-01,US,0.009311343913353198,0.007109919544845075,0.009033169245237005
1992-10-01,US,0.010491224753822692,0.007821688600644,0.009982840905934404
1993-01-01,US,0.006818390214151648,0.006408969792041613,0.008585883725166665
1993-04-01,US,0.004795396572893296,0.0027668642738665483,0.004664889378432929
1993-07-01,US,-0.0004494613852799034,-0.0023347840874432257,-0.0008363081105354775
1993-10-01,US,-0.004600885998561566,-0.00738063560754805,-0.006154617614891056
1994-01-01,US,-0.01084829869177284,-0.01070174751371726,-0.009624889991134672
1994-04-01,US,-0.015044245335982254,-0.01127067843140471,-0.010371894893429379
1994-07-01,US,-0.004269491615582766,-0.009215831155670387,-0.00864911264434648
1994-10-01,US,-0.005333400561628565,-0.005691506798948559,-0.005645944350295473
1995-01-01,US,-0.004937666772917737,-0.0021702832350884715,-0.0026716977711393752
1995-04-01,US,-0.0007896514728908954,0.0003581478073788058,-0.000500508620102591
1995-07-01,US,-0.0005446298432527641,0.0017427352234690996,0.0007737821995162097
1995-10-01,US,0.0020136164664616985,0.0024110405160823432,0.0013731841587868443
1996-01-01,US,0.0007976462003682627,0.00280942997005168,0.0015695765303403442
1996-04-01,US,0.0011727595922970124,0.0030490389608638802,0.0015296195125705792
1996-07-01,US,-0.00014324165280577006,0.0030041309087444554,0.0012647311685301532
1996-10-01,US,-0.0003552888047373415,0.0026563967750239184,0.0008451491829107038
1997-01-01,US,0.002172776392740161,0.0022603852445051975,0.0005610697597951964
1997-04-01,US,-0.0012186657486292773,0.0021233461461314523,0.0006425624762279314
1997-07-01,US,0.0003674070976487087,0.002226255082136072,0.0008669868229794764
1997-10-01,US,0.0014107789241766255,0.002123296057982227,0.0005079803443955311
1998-01-01,US,0.0005170040941155918,0.0013128481476537973,-0.0006332301648822591
1998-04-01,US,-0.002281244766201951,-0.00021079259189035748,-0.002017535529584641
1998-07-01,US,-0.0015616181579964916,-0.0017637133824973394,-0.0029172633161807793
1998-10-01,US,-0.002347340804508491,-0.0024067216710876305,-0.002752011356184164
1999-01-01,US,-0.001181661417636093,-0.0017004562889100239,-0.0014664149745345079
1999-04-01,US,-0.0006303616212672836,-0.00012219519747374424,0.00028017631076368565
1999-07-01,US,0.003209515499090543,0.0012746781378587604,0.001497710880324049
1999-10-01,US,0.0031823208339485376,0.0017159045572487028,0.0019235669783791431
2000-01-01,US,0.0012683993266371374,0.0013382707524824677,0.0020318406007701073
2000-04-01,US,0.0023001069699581933,0.00101073171594321,0.002395756960731743
2000-07-01,US,0.003232007007140325,0.0014641576061618401,0.0033265928011146084
2000-10-01,US,0.004709225114547522,0.002497628314043196,0.004360949479517151
2001-01-01,US,0.004032866964161386,0.003016261985338692,0.004514719433494879
2001-04-01,US,0.002358094962266577,0.0019479057210752687,0.0031514748602412546
2001-07-01,US,0.0018305509732936542,-0.0007164554230076059,0.0005938807493691967
2001-10-01,US,-0.003264596947676779,-0.0036908386742210836,-0.002105383560106172
2002-01-01,US,-0.006968324839920825,-0.0052599516237873956,-0.0037183159684681666
2002-04-01,US,-0.0005175683696219124,-0.00459489320936432,-0.003582929127938117
2002-07-01,US,-0.0009359079999473607,-0.002447733749632447,-0.002107076446296985
2002-10-01,US,-0.003570600713832306,-0.0006258391658130052,-0.0006517662324409812
2003-01-01,US,-0.0018063185517096514,-0.0006316894356553707,-0.0005980066362626102
2003-04-01,US,-0.0018135019285665521,-0.0025283992600813737,-0.002236729771277618
2003-07-01,US,-0.00467846231029867,-0.0048986945816924185,-0.004634050448474036
2003-10-01,US,-0.006486377724099768,-0.005885490632228173,-0.0061326005370990755
2004-01-01,US,-0.005799502158211567,-0.004478582481612654,-0.005440909460625032
2004-04-01,US,-0.0038750356148078424,-0.0011021698761329085,-0.00247120522040864
2004-07-01,US,0.00018144659279784037,0.0028118701667208396,0.0016274749960045742
2004-10-01,US,0.006142791048546314,0.005792243871197748,0.005103293064375125
2005-01-01,US,0.007175730932257096,0.007069343039561603,0.006722332664312214
2005-04-01,US,0.005501160179347764,0.006676830228111615,0.0062580784921377475
2005-07-01,US,0.001396487893400078,0.005098419186486118,0.004197687422088425
2005-10-01,US,0.002329684952886879,0.002926222674413448,0.0016387706378359623
2006-01-01,US,0.0009488494313583118,0.0007779471679389,-0.00029874937114657274
2006-04-01,US,0.0003206233492587529,-0.0006863800042937879,-0.0010416260805095612
2006-07-01,US,-0.0004529443038574499,-0.0009406532174962984,-0.0005752660033311319
2006-10-01,US,-0.0003350049280239631,2.4259082694606804e-05,0.0007660476069365485
2007-01-01,US,0.0023045731669046887,0.001470899870191028,0.0023072993180908996
2007-04-01,US,0.0032251310491648866,0.0022241626504818715,0.003212846003812969
2007-07-01,US,0.0034095694287579192,0.0014700170852648825,0.002850838614391449
2007-10-01,US,0.002198773308784041,-0.0005268123894254725,0.0012424031799800617
2008-01-01,US,-0.0004145032885478628,-0.0024442492881974615,-0.00044269152581052906
2008-04-01,US,-0.0006588805743508175,-0.0028020667538224825,-0.0007081596740449447
2008-07-01,US,8.528030481791404e-05,-0.0011371238643486936,0.0010924199121922495
2008-10-01,US,0.003939030002761967,0.0014705637439928754,0.003905637712597526
2009-01-01,US,0.005055365873090523,0.003021174334040623,0.005518109582967834
2009-04-01,US,0.004392823375662047,0.0019884437409182637,0.00425484790788791
2009-07-01,US,0.0006477783666678505,-0.0015300320721274019,0.0002758153966438692
2009-10-01,US,-0.004391138812305684,-0.005777809511335885,-0.00446290161372595
2010-01-01,US,-0.008177702681150478,-0.008467722043309048,-0.007554564521617735
2010-04-01,US,-0.011083943298000776,-0.008255940251996496,-0.007685615050677941
2010-07-01,US,-0.0012787796568165533,-0.005511242007356698,-0.005293518694266086
2010-10-01,US,-0.0023402032869963563,-0.0018885447480375822,-0.0020852889847103317
2011-01-01,US,-0.0005134064806551208,0.0008913064740361798,0.0001833449392754649
2011-04-01,US,-0.0016991189028559006,0.0021203222170611408,0.0008577349569270365
2011-07-01,US,0.00023425066038562647,0.0023051573230185377,0.0005725584659279082
2011-10-01,US,0.0013463553723731536,0.0024761769497580847,0.00043310973003993225
2012-01-01,US,0.0011977019897404517,0.003240758196151252,0.0009515979528674501
2012-04-01,US,0.0011759557970201229,0.004323866474280517,0.0017505537345085254
2012-07-01,US,0.000255033515001557,0.004880516965384954,0.0020491163259695744
2012-10-01,US,0.0010351168920958997,0.004249241746597188,0.0013380384007705137
2013-01-01,US,0.00018122828076982955,0.002520413126988183,-0.0002390451759700929
2013-04-01,US,-0.0019302569145622783,0.0004993817281322838,-0.001983964695223439
2013-07-01,US,-0.004070076557166402,-0.0008610014997238041,-0.003138222768460819
2013-10-01,US,-0.003901762099729922,-0.0010994889776834854,-0.0034312666639622624
2014-01-01,US,-0.001263301197090172,-0.0004914618911322083,-0.0028215363432050333
2014-04-01,US,-0.0009982429027797224,0.0002352645520857649,-0.0016619781249690158
2014-07-01,US,-0.0011743467070797209,0.0004585899480510011,-0.0005805104164015029
2014-10-01,US,-0.0008137481984604733,7.341713031194796e-05,-6.878984107505648e-05
2015-01-01,US,0.0011831510012996205,-0.000514875741486176,-1.0239834150826965e-05
2015-04-01,US,0.0012634578630397186,-0.0007616465455838398,0.0001771484407116497
2015-07-01,US,0.00035053988822220106,-0.00041358725340234076,0.0009637557245866513
2015-10-01,US,0.0020189749171493077,0.000317214291043956,0.0023506712434773758
2016-01-01,US,0.0027281217026899895,0.0009360048729547322,0.0036718160304651526
2016-04-01,US,0.005160077138382846,0.001035902498613953,0.004324153964263305
2016-07-01,US,0.005463233041709259,0.0005628826076163754,0.004203637179374858
2016-10-01,US,0.0034737561819522256,-0.0002147773368702012,0.0036367417498761323
2017-01-01,US,0.0013643988077394198,-0.0009794215525014485,
2017-04-01,US,0.0014007420700892226,-0.0016341593373019533,
2017-07-01,US,0.0028525143707689438,-0.002334644871643421,
2017-10-01,US,0.0011825686477511255,-0.0032514689213807013,
2018-01-01,US,-0.0024630249824753037,-0.004268947795093972,
2018-04-01,US,-0.0019369355088301177,-0.0049002115875710975,
2018-07-01,US,-0.005451292529620844,-0.004539282088116638,
2018-10-01,US,-0.0015770150584586418,-0.002896276089264793,
2019-01-01,US,-0.0003786150511295716,-0.00029166391638098255,
2019-04-01,US,-0.000691618829003815,0.0024347018428028597,
2019-07-01,US,-0.0006533160790418435,0.004365979433797958,
2019-10-01,US,-0.0007185642264371239,0.12564238159231444,
2000-01-01,BR,-0.05778776584205847,-0.09423639407527484,
2000-04-01,BR,-0.0364043880492968,-0.008570332798483515,
2000-07-01,BR,-0.001195892902886797,0.017581729228501874,
2000-10-01,BR,0.03141358969335517,0.042689260650404126,
2001-01-01,BR,0.033774677268673337,0.06096774973143493,
2001-04-01,BR,0.03728535385875986,0.07031028914576964,
2001-07-01,BR,0.048487494326018954,0.07251268310491299,
2001-10-01,BR,0.05063267018669215,0.07109324438343323,
2002-01-01,BR,0.05041014827306345,0.06855942327468967,
2002-04-01,BR,0.037938549998551174,0.06509375839825254,
2002-07-01,BR,0.03671799043390234,0.059247747241674364,
2002-10-01,BR,0.031019873056115088,0.04961691632597427,
2003-01-01,BR,0.0159756525981658,0.03595318859515173,0.019003817107338006
2003-04-01,BR,0.008932396372363982,0.0190152450105453,0.006136042749255055
2003-07-01,BR,-0.005075813091853121,-0.0002634439382493414,-0.009257677046306145
2003-10-01,BR,-0.0317614760127789,-0.021194912067104665,-0.026822236605041405
2004-01-01,BR,-0.04526092022552586,-0.04288303153616979,-0.04512276984199182
2004-04-01,BR,-0.06972062264269763,-0.06349475472352406,-0.06129542592579515
2004-07-01,BR,-0.07216777210175795,-0.08026477955066924,-0.0729591261063334
2004-10-01,BR,-0.07987798205101448,-0.0905855042765834,-0.07947825519891782
2005-01-01,BR,-0.08432576108121381,-0.09343585033537971,-0.08082159574040884
2005-04-01,BR,-0.0890356940443171,-0.0899240359393057,-0.07751186439867486
2005-07-01,BR,-0.0699126621916033,-0.08236123008009272,-0.07040674594204885
2005-10-01,BR,-0.060769899465577204,-0.0725150063867627,-0.061003116268918134
2006-01-01,BR,-0.051042944394877665,-0.060428636936486035,-0.050196803333083406
2006-04-01,BR,-0.038234354320971775,-0.044768916403196884,-0.03723991645030669
2006-07-01,BR,-0.016061784745083685,-0.02442505743624123,-0.020884677413892827
2006-10-01,BR,0.004453005303014734,-6.856338181462918e-05,-0.0009155076727586364
2007-01-01,BR,0.02435329540901776,0.025566385618157106,0.02086891489432202
2007-04-01,BR,0.04257358203031014,0.04888522011000071,0.04086559965536418
2007-07-01,BR,0.07203014081464332,0.06717780476179855,0.05605500031646779
2007-10-01,BR,0.07800663892099724,0.07963087963287818,0.0653535845204081
2008-01-01,BR,0.08014972467034731,0.08700451951627236,0.06984406224990453
2008-04-01,BR,0.07668029223434125,0.09042598933183837,0.07158515314535718
2008-07-01,BR,0.08071014220670136,0.09033505848826401,0.07160566102045388
2008-10-01,BR,0.08505114999850427,0.08633000603999502,0.06889944423292732
2009-01-01,BR,0.07660674718194915,0.07785005010794083,0.06229785734878465
2009-04-01,BR,0.05946620836047867,0.06499170607767846,0.05182940657904336
2009-07-01,BR,0.039483928920548195,0.04876152801108111,0.03890262188998919
2009-10-01,BR,0.02863013786838664,0.03061697448723094,0.025066003104397494
2010-01-01,BR,0.01690438675464634,0.011737794040226249,0.011273396965981869
2010-04-01,BR,0.0027273332938149153,-0.007356577740262692,-0.002301007147953643
2010-07-01,BR,-0.021408930041345364,-0.026549855902909203,-0.01628813194175796
2010-10-01,BR,-0.037497015361381614,-0.04545777972583448,-0.03094973630838413
2011-01-01,BR,-0.052856154195565,-0.06289032697215585,-0.04474522162832223
2011-04-01,BR,-0.06477314243856735,-0.0769105160806732,-0.055301732427648936
2011-07-01,BR,-0.06771674088868362,-0.08554630829708212,-0.06092225906929516
2011-10-01,BR,-0.07227522713018963,-0.08775883135686549,-0.06133917372593492
2012-01-01,BR,-0.06868755578430097,-0.08405615090680663,-0.0578522740840777
2012-04-01,BR,-0.06602550945527774,-0.07630742955615544,-0.05179687031037114
2012-07-01,BR,-0.05741794102501707,-0.06678042440744619,-0.04455593477391112
2012-10-01,BR,-0.04245743743200414,-0.0569297418458872,-0.037253954940340867
2013-01-01,BR,-0.04154169940158248,-0.04668061193887138,-0.030443602495877103
2013-04-01,BR,-0.02906289176070498,-0.03469992977681796,-0.023463630555048243
2013-07-01,BR,-0.016409215774199737,-0.019534367007916498,-0.014574299573416799
2013-10-01,BR,-0.00454770839954044,-0.0009076329450798809,-0.0021078826196386513
2014-01-01,BR,0.00971384916565654,0.019677272310611872,0.013366722324139574
2014-04-01,BR,0.035627518041530415,0.039449687011266485,0.028843528691566617
2014-07-01,BR,0.042407288192482184,0.05567652092575136,0.041012115363836726
2014-10-01,BR,0.05977788238413684,0.0669168180360315,0.04823279571771577
2015-01-01,BR,0.05589951882699662,0.07344721857547586,0.05140448088641136
2015-04-01,BR,0.058401054555072385,0.076673139351356,0.05274536215681094
2015-07-01,BR,0.061121409403114946,0.07801031945834408,0.053967270066783174
2015-10-01,BR,0.06349000254677595,0.0779879865240887,0.055244679850732836
2016-01-01,BR,0.06359305228082679,0.0760516567293626,0.05530877082849173
2016-04-01,BR,0.061412095648451626,0.07101205172758707,0.052988759701858346
2016-07-01,BR,0.048960924035154285,0.06172601537937772,0.04721245788903827
2016-10-01,BR,0.03357994626665928,0.04761893488529503,0.03740025788218354
2017-01-01,BR,0.025888970591164906,0.028926657991696497,0.02373686121359858
2017-04-01,BR,0.009977817790451482,0.006743303806888867,0.006893829132857271
2017-07-01,BR,-0.014055871960322541,-0.01705297876265828,-0.011835012092959507
2017-10-01,BR,-0.03677869462211625,-0.04005162211416692,-0.0301627517895785
2018-01-01,BR,-0.05674846123591237,-0.059807867424297285,-0.045643212300711195
2018-04-01,BR,-0.06373999615855475,-0.07447916630995574,-0.05627698537926845
2018-07-01,BR,-0.0705246559586179,-0.08328959842008618,-0.061719480426006834
2018-10-01,BR,-0.06962395970707291,-0.08652918006084634,-0.06285227261350748
2019-01-01,BR,-0.0736313485649136,-0.08508409168593783,-0.060907204017782185
2019-04-01,BR,-0.06928474871831813,-0.07983378448563765,-0.05659109555927269
2019-07-01,BR,-0.057767066760606944,-0.0713378523089708,-0.049971392470543496
2019-10-01,BR,-0.050114906317151764,-0.059974290095817034,-0.04095353513009076
2020-01-01,BR,-0.034111766596601534,-0.046300495659813284,-0.029997511462655613
2020-04-01,BR,-0.02432982499116232,-0.031231996865589903,-0.018523462563902388
2020-07-01,BR,-0.0110919390389137,-0.01582474463691881,-0.007783735649931733
2020-10-01,BR,0.002492239862683654,-0.000827472990471978,0.002198938633606734
2021-01-01,BR,0.010253992778067378,0.013603124168845182,0.012079044093253222
2021-04-01,BR,0.028499043121762213,0.027756552191722295,0.022466665059358987
2021-07-01,BR,0.03869270556280391,0.04187841582781711,0.0331814561275077
2021-10-01,BR,0.049976482868279604,0.05569048488201549,0.04359172432350783
2022-01-01,BR,0.0617706948643022,0.06824056279357836,0.05319361077918244
2022-04-01,BR,0.07058942607518759,0.07812946807964437,0.061344496370273394
2022-07-01,BR,0.07793415434096129,0.08391219133003602,0.06684411244692556
2022-10-01,BR,0.07771023911034902,0.08444045617584867,0.06827240729886841
2023-01-01,BR,0.07275733098560533,0.0790705084015463,0.06449951644949062
2023-04-01,BR,0.06741551166954274,0.0678035764335845,0.05530426577664746
2023-07-01,BR,0.04956238953310521,0.051410328020132526,0.04151890363407723
2023-10-01,BR,0.03104943825244444,0.03146316676548086,0.024862488671343025
2024-01-01,BR,0.01160415501025458,0.010136229218721385,0.007162147842665723
2024-04-01,BR,-0.006820368909672858,-0.010261718526512947,-0.009693682048073943
2024-07-01,BR,-0.01600329482042806,-0.0278598653602328,-0.024067461314992905
2024-10-01,BR,-0.033788521304535024,-0.04163625879374039,-0.03519103107284707
2025-01-01,BR,-0.04675594488525281,-0.051485490226764394,-0.04296604135978435
2025-04-01,BR,-0.04573734426002307,-0.05796115783780822,-0.047849353603223344
2025-07-01,BR,-0.05401527566073305,-0.061857509380341826,-0.05067067594063218
2025-10-01,BR,-0.05139070947910618,-0.06380162072089644,-0.052427412043888455
2026-01-01,BR,-0.057580856559577676,-0.06395848296725927,-0.05342181629363521
2026-04-01,BR,-0.05518680855316038,-0.06191902419020112,-0.05312363508988577
2026-07-01,BR,-0.055005669075516295,-0.05685746134017468,-0.05052113593500118
2026-10-01,BR,-0.04765004998696476,-0.048001692583183854,-0.04458901598092346
2027-01-01,BR,-0.029902184604654103,-0.035277591900084865,
2027-04-01,BR,-0.028594524964483448,-0.019762196380442867,
2027-07-01,BR,-0.011728834236976127,-0.003550280120519292,
2027-10-01,BR,0.003451995985450651,0.011049367489033374,
2028-01-01,BR,0.012161404631770623,0.022571065360611625,
2028-04-01,BR,0.013821673133469048,0.03099401580253297,
2028-07-01,BR,0.02293848204413962,0.037410270055719674,
2028-10-01,BR,0.025418873371667594,0.04294078526333653,
2029-01-01,BR,0.029371552572660775,0.047680498596876994,
2029-04-01,BR,0.028481338307871695,0.050482174361655696,
2029-07-01,BR,0.03342269201769277,0.0497707580239778,
2029-10-01,BR,0.02363427430607068,0.10991704197096475,
