date,country,method,trend,cycle
1992-04-01,US,hamilton_h4,8.118740840636478,0.002308159363520801
1992-07-01,US,hamilton_h4,8.12220696225234,0.00513003774766041
1992-10-01,US,hamilton_h4,8.126752143180742,0.005347856819257757
1993-01-01,US,hamilton_h4,8.13315067343821,-0.0012136734382099945
1993-04-01,US,hamilton_h4,8.138602113497834,-0.005235113497834121
1993-07-01,US,hamilton_h4,8.144578108933878,-0.013039108933877941
1993-10-01,US,hamilton_h4,8.149214215197384,-0.018422215197384517
1994-01-01,US,hamilton_h4,8.149043070348979,-0.02108307034897905
1994-04-01,US,hamilton_h4,8.151313207854235,-0.024102207854234337
1994-07-01,US,hamilton_h4,8.150236157687566,-0.008758157687566381
1994-10-01,US,hamilton_h4,8.149571953076006,-0.005615953076006264
1995-01-01,US,hamilton_h4,8.147269531104977,0.0006754688950234566
1995-04-01,US,hamilton_h4,8.146601022863656,0.009134977136342926
1995-07-01,US,hamilton_h4,8.161115563402749,-0.0014465634027498453
1995-10-01,US,hamilton_h4,8.161222065659775,0.00473293434022537
1996-01-01,US,hamilton_h4,8.16350063612712,0.0050003638728792765
1996-04-01,US,hamilton_h4,8.173363847453777,-0.0006958474537768211
1996-07-01,US,hamilton_h4,8.176413042243144,-0.001243042243144643
1996-10-01,US,hamilton_h4,8.182297275363384,-0.0034982753633840957
1997-01-01,US,hamilton_h4,8.185199132527414,-1.1132527413693083e-05
1997-04-01,US,hamilton_h4,8.189262000925778,-0.0035880009257773793
1997-07-01,US,hamilton_h4,8.19222737774965,-0.0010753777496486094
1997-10-01,US,hamilton_h4,8.195670289382026,0.00042871061797455923
1998-01-01,US,hamilton_h4,8.202195811055606,-0.0030778110556060057
1998-04-01,US,hamilton_h4,8.202008748578544,-0.0017687485785433665
1998-07-01,US,hamilton_h4,8.20759141575128,-0.002705415751279361
1998-10-01,US,hamilton_h4,8.213036456540552,-0.005006456540550985
1999-01-01,US,hamilton_h4,8.215025431411616,-0.0019004314116166654
1999-04-01,US,hamilton_h4,8.21639020477431,0.001209795225689092
1999-07-01,US,hamilton_h4,8.221606709114932,0.0037452908850692523
1999-10-01,US,hamilton_h4,8.224637910920594,0.004581089079406908
2000-01-01,US,hamilton_h4,8.229145915153271,0.002031084846729314
2000-04-01,US,hamilton_h4,8.23359444965781,0.0024615503421898666
2000-07-01,US,hamilton_h4,8.240948181996641,-0.00013918199664075814
2000-10-01,US,hamilton_h4,8.244405986704228,0.001675013295772132
2001-01-01,US,hamilton_h4,8.246055345282027,0.0031196547179721534
2001-04-01,US,hamilton_h4,8.25186958581807,-0.0006185858180707271
2001-07-01,US,hamilton_h4,8.256576978392978,-0.0021149783929779176
2001-10-01,US,hamilton_h4,8.261192540636264,-0.00809054063626391
2002-01-01,US,hamilton_h4,8.264136903690453,-0.010996903690452697
2002-04-01,US,hamilton_h4,8.266278523515338,-0.002931523515337986
2002-07-01,US,hamilton_h4,8.26998594129963,-0.003282941299630693
2002-10-01,US,hamilton_h4,8.268619800672509,-0.0007558006725094657
2003-01-01,US,hamilton_h4,8.2689634917625,0.004484508237499796
2003-04-01,US,hamilton_h4,8.27994627990483,-0.0026612799048315594
2003-07-01,US,hamilton_h4,8.281690969914044,-0.003402969914043652
2003-10-01,US,hamilton_h4,8.28152523267527,-0.001155232675269957
2004-01-01,US,hamilton_h4,8.2886776044314,-0.0037136044314003414
2004-04-01,US,hamilton_h4,8.292342297323705,-0.001538297323705251
2004-07-01,US,hamilton_h4,8.292578625848693,0.006193374151306941
2004-10-01,US,hamilton_h4,8.295291607557754,0.013334392442246212
2005-01-01,US,hamilton_h4,8.300287878719278,0.013230121280722429
2005-04-01,US,hamilton_h4,8.305552220586936,0.010105779413065008
2005-07-01,US,hamilton_h4,8.312777740711994,0.00253925928800669
2005-10-01,US,hamilton_h4,8.32199599454486,-0.0020359945448600314
2006-01-01,US,hamilton_h4,8.326043707819968,-0.003810707819967618
2006-04-01,US,hamilton_h4,8.328239504730844,-0.003037504730842855
2006-07-01,US,hamilton_h4,8.329114252823883,-0.00114525282388378
2006-10-01,US,hamilton_h4,8.334587800545245,-0.003016800545244891
2007-01-01,US,hamilton_h4,8.336701541304723,0.0009364586952766984
2007-04-01,US,hamilton_h4,8.33890596396243,0.003023036037570037
2007-07-01,US,hamilton_h4,8.34199831466333,0.0034296853366697633
2007-10-01,US,hamilton_h4,8.345430419330784,0.0020485806692160935
2008-01-01,US,hamilton_h4,8.351378811105755,-0.0032988111057559166
2008-04-01,US,hamilton_h4,8.355106093825352,-0.004097093825352616
2008-07-01,US,hamilton_h4,8.358221886550641,-0.003329886550641703
2008-10-01,US,hamilton_h4,8.360627761159746,0.0012282388402535815
2009-01-01,US,hamilton_h4,8.361492521653895,0.004567478346103826
2009-04-01,US,hamilton_h4,8.36485677433609,0.003614225663909565
2009-07-01,US,hamilton_h4,8.36871309476726,-0.0009160947672608444
2009-10-01,US,hamilton_h4,8.375046548853884,-0.009205548853884693
2010-01-01,US,hamilton_h4,8.378574779388275,-0.013410779388275174
2010-04-01,US,hamilton_h4,8.38058704721354,-0.015181047213539856
2010-07-01,US,hamilton_h4,8.380586378849483,-0.0021813788494817743
2010-10-01,US,hamilton_h4,8.379325116959555,0.0012578830404450514
2011-01-01,US,hamilton_h4,8.379435989673778,0.0062580103262224185
2011-04-01,US,hamilton_h4,8.379807759072479,0.008027240927521717
2011-07-01,US,hamilton_h4,8.392493614770975,0.0006413852290236832
2011-10-01,US,hamilton_h4,8.39280223638911,0.004847763610889899
2012-01-01,US,hamilton_h4,8.3965511481077,0.004385851892299897
2012-04-01,US,hamilton_h4,8.400375266184856,0.004005733815144907
2012-07-01,US,hamilton_h4,8.405387857469938,0.0015661425300628196
2012-10-01,US,hamilton_h4,8.410028129759798,0.0012268702402025156
2013-01-01,US,hamilton_h4,8.412682720089524,0.0012652799104753143
2013-04-01,US,hamilton_h4,8.416344532401547,-0.000935532401546979
2013-07-01,US,hamilton_h4,8.419065511100392,-0.002198511100392153
2013-10-01,US,hamilton_h4,8.423381502094903,-0.0027245020949031584
2014-01-01,US,hamilton_h4,8.4259621600721,0.0009748399279008169
2014-04-01,US,hamilton_h4,8.427198226809633,0.00365877319036656
2014-07-01,US,hamilton_h4,8.429073473009042,0.005268526990956701
2014-10-01,US,hamilton_h4,8.433081841459783,0.005280158540216462
2015-01-01,US,hamilton_h4,8.439038421933205,0.0049695780667953215
2015-04-01,US,hamilton_h4,8.44209261979557,0.005625380204429931
2015-07-01,US,hamilton_h4,8.445261692677432,0.005145307322568016
2015-10-01,US,hamilton_h4,8.449719013396455,0.005922986603543734
2016-01-01,US,hamilton_h4,8.455312923541914,0.0045620764580860396
2016-04-01,US,hamilton_h4,8.458617049014133,0.0071649509858673355
2016-07-01,US,hamilton_h4,8.46111584519941,0.008391154800589717
2016-10-01,US,hamilton_h4,8.466791930155445,0.004093069844556041
2017-01-01,US,hamilton_h4,8.470835745161004,0.0012552548389965779
2017-04-01,US,hamilton_h4,8.476269217002082,-0.0008742170020816786
2017-07-01,US,hamilton_h4,8.479877661489079,0.00019433851092109933
2017-10-01,US,hamilton_h4,8.481078030786177,0.0005129692138226005
2018-01-01,US,hamilton_h4,8.4829354640085,-0.0018294640084999259
2018-04-01,US,hamilton_h4,8.486698882744388,-0.0019258827443877635
2018-07-01,US,hamilton_h4,8.491117441145853,-0.006730441145853305
2018-10-01,US,hamilton_h4,8.49196845020901,-0.0005854502090087976
2019-01-01,US,hamilton_h4,8.491517914904605,0.004181085095394721
2019-04-01,US,hamilton_h4,8.496043619432125,0.0024573805678738125
2019-07-01,US,hamilton_h4,8.495510082166835,0.006142917833164674
2019-10-01,US,hamilton_h4,8.50216430735818,0.002536692641820437
1972-10-01,US,hamilton_h8,7.693827635594388,-0.0020496355943881994
1973-01-01,US,hamilton_h8,7.693906601770226,0.005600398229773873
1973-04-01,US,hamilton_h8,7.699255351183385,0.011850648816614573
1973-07-01,US,hamilton_h8,7.707545236898986,0.012435763101013464
1973-10-01,US,hamilton_h8,7.712515751604226,0.011437248395774091
1974-01-01,US,hamilton_h8,7.71921536383486,0.013226636165139638
1974-04-01,US,hamilton_h8,7.723744918707578,0.01216508129242122
1974-07-01,US,hamilton_h8,7.734027189717002,0.012212810282997921
1974-10-01,US,hamilton_h8,7.743093441102929,0.010060558897071026
1975-01-01,US,hamilton_h8,7.75000823766133,0.009633762338670415
1975-04-01,US,hamilton_h8,7.761441314240639,0.0027056857593610317
1975-07-01,US,hamilton_h8,7.769653569054278,0.005784430945722008
1975-10-01,US,hamilton_h8,7.774066261535748,0.007902738464252046
1976-01-01,US,hamilton_h8,7.7832506048973045,0.000646395102695152
1976-04-01,US,hamilton_h8,7.7865944800835205,-0.0016504800835202005
1976-07-01,US,hamilton_h8,7.796462753467457,-0.00578675346745694
1976-10-01,US,hamilton_h8,7.802431376113949,-0.007059376113948801
1977-01-01,US,hamilton_h8,7.808632867149674,-0.01060086714967401
1977-04-01,US,hamilton_h8,7.813650401781676,-0.013158401781676154
1977-07-01,US,hamilton_h8,7.8243510807562195,-0.0103850807562198
1977-10-01,US,hamilton_h8,7.829721051838422,-0.01059505183842191
1978-01-01,US,hamilton_h8,7.832260510961928,-0.008280510961927945
1978-04-01,US,hamilton_h8,7.834995328476843,-0.007312328476842822
1978-07-01,US,hamilton_h8,7.840823334430803,-0.00495433443080362
1978-10-01,US,hamilton_h8,7.844441950764114,0.0013570492358860875
1979-01-01,US,hamilton_h8,7.846842017936173,0.0047829820638272125
1979-04-01,US,hamilton_h8,7.849815640857529,0.005609359142471071
1979-07-01,US,hamilton_h8,7.86200223805121,-0.0028782380512097916
1979-10-01,US,hamilton_h8,7.865189661985034,0.0023773380149663126
1980-01-01,US,hamilton_h8,7.870437623772712,0.005707376227288563
1980-04-01,US,hamilton_h8,7.875184432327399,0.008644567672601688
1980-07-01,US,hamilton_h8,7.882916131372192,0.00520786862780831
1980-10-01,US,hamilton_h8,7.891371844672753,0.0036931553272463447
1981-01-01,US,hamilton_h8,7.896377522735119,0.005006477264880793
1981-04-01,US,hamilton_h8,7.900940307019027,0.0069686929809726905
1981-07-01,US,hamilton_h8,7.9054666252860715,0.011047374713928804
1981-10-01,US,hamilton_h8,7.9133889149554895,0.009486085044510872
1982-01-01,US,hamilton_h8,7.920508634362221,0.01003036563777826
1982-04-01,US,hamilton_h8,7.927337828264776,0.008956171735223784
1982-07-01,US,hamilton_h8,7.931955805084542,0.011106194915458723
1982-10-01,US,hamilton_h8,7.939254753226483,0.011430246773517005
1983-01-01,US,hamilton_h8,7.945170105484868,0.007239894515132406
1983-04-01,US,hamilton_h8,7.951220476431791,0.00614252356820888
1983-07-01,US,hamilton_h8,7.9593004766634206,0.0024605233365795343
1983-10-01,US,hamilton_h8,7.965094910078119,0.00034008992188105935
1984-01-01,US,hamilton_h8,7.97257996735701,-0.002292967357010234
1984-04-01,US,hamilton_h8,7.97824394298136,0.0018800570186403576
1984-07-01,US,hamilton_h8,7.9849154664196265,-0.0015784664196267784
1984-10-01,US,hamilton_h8,7.992139436921252,-0.0007494369212519558
1985-01-01,US,hamilton_h8,7.994014595687428,-0.0017145956874280444
1985-04-01,US,hamilton_h8,7.999720836894163,-0.0028898368941625563
1985-07-01,US,hamilton_h8,8.003963535889634,-0.004120535889633459
1985-10-01,US,hamilton_h8,8.007281589111194,-0.002716589111194878
1986-01-01,US,hamilton_h8,8.01205661510631,-0.0032016151063096743
1986-04-01,US,hamilton_h8,8.020836008379659,-0.007532008379659061
1986-07-01,US,hamilton_h8,8.02322775739744,-0.009727757397438808
1986-10-01,US,hamilton_h8,8.03141496303581,-0.015527963035809833
1987-01-01,US,hamilton_h8,8.032641287248744,-0.00907028724874337
1987-04-01,US,hamilton_h8,8.037705066749906,-0.009369066749906452
1987-07-01,US,hamilton_h8,8.040771228986063,-0.010312228986062877
1987-10-01,US,hamilton_h8,8.045043063247794,-0.01241206324779398
1988-01-01,US,hamilton_h8,8.048983785771133,-0.013700785771133539
1988-04-01,US,hamilton_h8,8.053120854510068,-0.01150685451006872
1988-07-01,US,hamilton_h8,8.053717969365326,-0.0064169693653273185
1988-10-01,US,hamilton_h8,8.056766789157539,-0.0025407891575390806
1989-01-01,US,hamilton_h8,8.063654316235096,-0.005520316235095635
1989-04-01,US,hamilton_h8,8.066993713167927,-0.003329713167927295
1989-07-01,US,hamilton_h8,8.069295827550066,0.0008731724499337901
1989-10-01,US,hamilton_h8,8.072342293009573,0.0022167069904277525
1990-01-01,US,hamilton_h8,8.075152000625605,0.005560999374393916
1990-04-01,US,hamilton_h8,8.080759884427865,0.0032821155721354245
1990-07-01,US,hamilton_h8,8.085357081600835,0.0027009183991655306
1990-10-01,US,hamilton_h8,8.091573354577326,0.0005896454226732573
1991-01-01,US,hamilton_h8,8.09538865052915,-0.001246650529150628
1991-04-01,US,hamilton_h8,8.10108230154452,-0.0009953015445205438
1991-07-01,US,hamilton_h8,8.107219471875403,-0.0035204718754027198
1991-10-01,US,hamilton_h8,8.11119540324777,-0.002356403247770089
1992-01-01,US,hamilton_h8,8.117297323785271,-0.0022463237852718976
1992-04-01,US,hamilton_h8,8.12059935504118,0.00044964495881849587
1992-07-01,US,hamilton_h8,8.124819928445643,0.002517071554358097
1992-10-01,US,hamilton_h8,8.128932579151654,0.00316742084834587
1993-01-01,US,hamilton_h8,8.130919823042438,0.0010171769575624268
1993-04-01,US,hamilton_h8,8.136729517536898,-0.003362517536897869
1993-07-01,US,hamilton_h8,8.13974899775318,-0.008209997753180431
1993-10-01,US,hamilton_h8,8.144584027462711,-0.013792027462711687
1994-01-01,US,hamilton_h8,8.150369197312026,-0.022409197312025952
1994-04-01,US,hamilton_h8,8.15569899551504,-0.028487995515039444
1994-07-01,US,hamilton_h8,8.16161368058109,-0.020135680581089943
1994-10-01,US,hamilton_h8,8.166276667928257,-0.022320667928257265
1995-01-01,US,hamilton_h8,8.16689296811927,-0.018947968119270797
1995-04-01,US,hamilton_h8,8.169443051492145,-0.013707051492145794
1995-07-01,US,hamilton_h8,8.168229992743155,-0.008560992743156248
1995-10-01,US,hamilton_h8,8.167972524185277,-0.0020175241852768977
1996-01-01,US,hamilton_h8,8.16560264584382,0.0028983541561800052
1996-04-01,US,hamilton_h8,8.16504218365765,0.0076258163423492675
1996-07-01,US,hamilton_h8,8.17709636212958,-0.0019263621295806388
1996-10-01,US,hamilton_h8,8.176828847776495,0.0019701522235049396
1997-01-01,US,hamilton_h8,8.181392302630975,0.003795697369024964
1997-04-01,US,hamilton_h8,8.189604421790342,-0.003930421790341754
1997-07-01,US,hamilton_h8,8.19266310807265,-0.0015111080726502024
1997-10-01,US,hamilton_h8,8.198892792669989,-0.002793792669988804
1998-01-01,US,hamilton_h8,8.201607296659946,-0.0024892966599452393
1998-04-01,US,hamilton_h8,8.20602552426652,-0.0057855242665194595
1998-07-01,US,hamilton_h8,8.20866099949949,-0.00377499949948934
1998-10-01,US,hamilton_h8,8.212219331135694,-0.004189331135693308
1999-01-01,US,hamilton_h8,8.21802873064065,-0.00490373064065075
1999-04-01,US,hamilton_h8,8.218262580072722,-0.0006625800727224629
1999-07-01,US,hamilton_h8,8.224075675635563,0.0012763243644382527
1999-10-01,US,hamilton_h8,8.228434510627586,0.0007844893724140434
2000-01-01,US,hamilton_h8,8.231013907429714,0.00016309257028623847
2000-04-01,US,hamilton_h8,8.232775494581539,0.0032805054184610327
2000-07-01,US,hamilton_h8,8.237576627582222,0.0032323724177789614
2000-10-01,US,hamilton_h8,8.240145102216509,0.005935897783491129
2001-01-01,US,hamilton_h8,8.244759984042128,0.004415015957871304
2001-04-01,US,hamilton_h8,8.248837448244405,0.002413551755594767
2001-07-01,US,hamilton_h8,8.255864452509435,-0.0014024525094349372
2001-10-01,US,hamilton_h8,8.259245907386308,-0.006143907386308101
2002-01-01,US,hamilton_h8,8.261794117379507,-0.008654117379506943
2002-04-01,US,hamilton_h8,8.267117581243394,-0.0037705812433941333
2002-07-01,US,hamilton_h8,8.271241295379863,-0.004538295379862944
2002-10-01,US,hamilton_h8,8.275913806700139,-0.008049806700139328
2003-01-01,US,hamilton_h8,8.278974461496436,-0.005526461496435431
2003-04-01,US,hamilton_h8,8.281497479197496,-0.004212479197496677
2003-07-01,US,hamilton_h8,8.284972021483672,-0.006684021483671643
2003-10-01,US,hamilton_h8,8.283954111777257,-0.0035841117772577036
2004-01-01,US,hamilton_h8,8.284779504381563,0.0001844956184378077
2004-04-01,US,hamilton_h8,8.293856381794555,-0.003052381794555359
2004-07-01,US,hamilton_h8,8.295179466875506,0.003592533124493258
2004-10-01,US,hamilton_h8,8.296829535061272,0.01179646493872788
2005-01-01,US,hamilton_h8,8.303120433085152,0.01039756691484861
2005-04-01,US,hamilton_h8,8.306204038765811,0.009453961234189734
2005-07-01,US,hamilton_h8,8.307287219591712,0.008029780408287834
2005-10-01,US,hamilton_h8,8.31005260983676,0.009907390163240493
2006-01-01,US,hamilton_h8,8.31432019565228,0.007912804347720126
2006-04-01,US,hamilton_h8,8.319085700737192,0.0061162992628087665
2006-07-01,US,hamilton_h8,8.325925038403968,0.002043961596031707
2006-10-01,US,hamilton_h8,8.334545051792025,-0.002974051792024923
2007-01-01,US,hamilton_h8,8.33899196426348,-0.0013539642634796678
2007-04-01,US,hamilton_h8,8.342212677210066,-0.0002836772100653917
2007-07-01,US,hamilton_h8,8.343362192533732,0.0020658074662680548
2007-10-01,US,hamilton_h8,8.348261982364225,-0.0007829823642246936
2008-01-01,US,hamilton_h8,8.34981023052784,-0.0017302305278406038
2008-04-01,US,hamilton_h8,8.352525769623316,-0.001516769623316705
2008-07-01,US,hamilton_h8,8.355325509850601,-0.0004335098506018653
2008-10-01,US,hamilton_h8,8.35866015299822,0.0031958470017787732
2009-01-01,US,hamilton_h8,8.36407603245802,0.0019839675419799363
2009-04-01,US,hamilton_h8,8.36767777351786,0.0007932264821395307
2009-07-01,US,hamilton_h8,8.371210818773928,-0.0034138187739287673
2009-10-01,US,hamilton_h8,8.373711081380998,-0.007870081380998428
2010-01-01,US,hamilton_h8,8.37485327191394,-0.00968927191394009
2010-04-01,US,hamilton_h8,8.377957625721152,-0.012551625721151538
2010-07-01,US,hamilton_h8,8.381228878377351,-0.0028238783773506526
2010-10-01,US,hamilton_h8,8.387108529315313,-0.00652552931531325
2011-01-01,US,hamilton_h8,8.390560685001953,-0.004866685001951865
2011-04-01,US,hamilton_h8,8.393295912518248,-0.005460912518246985
2011-07-01,US,hamilton_h8,8.393689579829964,-0.000554579829964652
2011-10-01,US,hamilton_h8,8.392868573311638,0.004781426688362345
2012-01-01,US,hamilton_h8,8.392777795367776,0.00815920463222497
2012-04-01,US,hamilton_h8,8.392786364706177,0.01159463529382343
2012-07-01,US,hamilton_h8,8.403690318471007,0.0032636815289937005
2012-10-01,US,hamilton_h8,8.403711808766003,0.007543191233997604
2013-01-01,US,hamilton_h8,8.40927246277397,0.004675537226029647
2013-04-01,US,hamilton_h8,8.41224974302123,0.0031592569787708413
2013-07-01,US,hamilton_h8,8.417361739285264,-0.0004947392852638899
2013-10-01,US,hamilton_h8,8.421393734441162,-0.000736734441161957
2014-01-01,US,hamilton_h8,8.424449331454742,0.0024876685452586145
2014-04-01,US,hamilton_h8,8.428114781171905,0.002742218828094778
2014-07-01,US,hamilton_h8,8.430774808902491,0.0035671910975079157
2014-10-01,US,hamilton_h8,8.434917634830365,0.0034443651696349775
2015-01-01,US,hamilton_h8,8.437353302159138,0.006654697840861701
2015-04-01,US,hamilton_h8,8.439026389283343,0.008691610716656584
2015-07-01,US,hamilton_h8,8.440906195438592,0.009500804561408671
2015-10-01,US,hamilton_h8,8.44447360420147,0.011168395798529573
2016-01-01,US,hamilton_h8,8.449720347820746,0.010154652179254597
2016-04-01,US,hamilton_h8,8.45283080036818,0.012951199631821453
2016-07-01,US,hamilton_h8,8.45644950719582,0.01305749280417956
2016-10-01,US,hamilton_h8,8.460641972354402,0.010243027645598701
2017-01-01,US,hamilton_h8,8.465830144794662,0.0062608552053387
2017-04-01,US,hamilton_h8,8.469121117574419,0.006273882425581689
2017-07-01,US,hamilton_h8,8.47203954466044,0.008032455339559874
2017-10-01,US,hamilton_h8,8.477293582423878,0.004297417576122342
2018-01-01,US,hamilton_h8,8.480977692718232,0.00012830728176815853
2018-04-01,US,hamilton_h8,8.486400599832688,-0.0016275998326875651
2018-07-01,US,hamilton_h8,8.48990654838179,-0.005519548381789363
2018-10-01,US,hamilton_h8,8.491742626155082,-0.0003596261550811164
2019-01-01,US,hamilton_h8,8.493725226797997,0.001973773202003315
2019-04-01,US,hamilton_h8,8.497024882468178,0.0014761175318209752
2019-07-01,US,hamilton_h8,8.500914137026342,0.0007388629736571062
2019-10-01,US,hamilton_h8,8.502085473024218,0.0026155269757826005
1973-10-01,US,hamilton_h12,7.719579434734452,0.004373565265547441
1974-01-01,US,hamilton_h12,7.719299536937888,0.013142463062111531
1974-04-01,US,hamilton_h12,7.723920317367465,0.011989682632534304
1974-07-01,US,hamilton_h12,7.733059784375046,0.013180215624954528
1974-10-01,US,hamilton_h12,7.73795202158419,0.015201978415809947
1975-01-01,US,hamilton_h12,7.7439986217041215,0.015643378295878918
1975-04-01,US,hamilton_h12,7.748671897017336,0.015475102982664524
1975-07-01,US,hamilton_h12,7.758456319718342,0.01698168028165803
1975-10-01,US,hamilton_h12,7.767888116922219,0.014080883077781436
1976-01-01,US,hamilton_h12,7.774199353271939,0.009697646728060505
1976-04-01,US,hamilton_h12,7.785223422617165,-0.0002794226171642933
1976-07-01,US,hamilton_h12,7.793750093997965,-0.0030740939979647663
1976-10-01,US,hamilton_h12,7.79773085048548,-0.002358850485479458
1977-01-01,US,hamilton_h12,7.806660773349007,-0.008628773349006913
1977-04-01,US,hamilton_h12,7.810651013185189,-0.010159013185188748
1977-07-01,US,hamilton_h12,7.81960112239735,-0.005635122397349868
1977-10-01,US,hamilton_h12,7.826252622928682,-0.00712662292868238
1978-01-01,US,hamilton_h12,7.83162306342652,-0.0076430634265198805
