horizon,variable,response_to_mp_shock,shock,response
15,PPI_finished,-0.004050421469859302,,
15,Core_PCE,-0.003892624471141608,,
15,Unemp_total,0.02034010522934208,,
15,Unemp_duration,0.01986877242880546,,
15,Output_gap,0.013136992054073081,,
15,Bond_10y,-0.002359353686088337,,
15,Money_mkt,-0.005812982660875674,,
15,Confidence,-0.016085065795776215,,
16,IP_total,-0.0035309447870525063,,
16,IP_manufacturing,-0.001430654855808062,,
16,GDP_services,-0.0031783695978443343,,
16,CPI_all,-0.0014159649270929012,,
16,PPI_finished,-0.002998798971794538,,
16,Core_PCE,-0.0028688532018581927,,
16,Unemp_total,0.017868231585197833,,
16,Unemp_duration,0.01747375928431002,,
16,Output_gap,0.011401887836156418,,
16,Bond_10y,-0.0019785426459766066,,
16,Money_mkt,-0.005030120196074139,,
16,Confidence,-0.014009813088372675,,
17,IP_total,-0.002934199844809153,,
17,IP_manufacturing,-0.0011173319565387998,,
17,GDP_services,-0.0025521220557206737,,
17,CPI_all,-0.0008814277030169469,,
17,PPI_finished,-0.002261195461706414,,
17,Core_PCE,-0.00215575874393322,,
17,Unemp_total,0.015665162535583664,,
17,Unemp_duration,0.015332360034537824,,
17,Output_gap,0.009913743020421698,,
17,Bond_10y,-0.0016690112525550031,,
17,Money_mkt,-0.004354889219639563,,
17,Confidence,-0.012208981438895355,,
18,IP_total,-0.0024788908103955142,,
18,IP_manufacturing,-0.000902484531504015,,
18,GDP_services,-0.0020972675776774773,,
18,CPI_all,-0.0005466418427569538,,
18,PPI_finished,-0.0017502362961644012,,
18,Core_PCE,-0.001665456877984999,,
18,Unemp_total,0.013719796830789832,,
18,Unemp_duration,0.013436603259268333,,
18,Output_gap,0.008638225461898017,,
18,Bond_10y,-0.0014176909600096001,,
18,Money_mkt,-0.003775762047629686,,
18,Confidence,-0.010651494428241542,,
19,IP_total,-0.002126250886155136,,
19,IP_manufacturing,-0.0007542022661726867,,
19,GDP_services,-0.0017635880599044013,,
19,CPI_all,-0.0003473403299639527,,
19,PPI_finished,-0.0013984827632408671,,
19,Core_PCE,-0.001330608979354117,,
19,Unemp_total,0.012012849228037286,,
19,Unemp_duration,0.011769819769514373,,
19,Output_gap,0.007543840781923547,,
19,Bond_10y,-0.0012130517148595614,,
19,Money_mkt,-0.003280334438964994,,
19,Confidence,-0.009306263720132319,,
20,IP_total,-0.001847423242415336,,
20,IP_manufacturing,-0.0006496174089131335,,
20,GDP_services,-0.0015139779280101521,,
20,CPI_all,-0.0002362462629800804,,
20,PPI_finished,-0.0011555661454449033,,
20,Core_PCE,-0.0011012128551940957,,
20,Unemp_total,0.01052122397339291,,
20,Unemp_duration,0.010311021534837235,,
20,Output_gap,0.0066026794067919415,,
20,Bond_10y,-0.0010454095283795913,,
20,Money_mkt,-0.0028566467346723737,,
20,Confidence,-0.008144089066930463,,
0,factor_1,,factor_1,1.677256556983075
0,factor_1,,factor_2,0.0
0,factor_1,,factor_3,0.0
0,factor_1,,fed_funds,0.0
0,factor_2,,factor_1,-0.05121243598498209
0,factor_2,,factor_2,1.2161677753678215
0,factor_2,,factor_3,0.0
0,factor_2,,fed_funds,0.0
0,factor_3,,factor_1,-0.3842236714259893
0,factor_3,,factor_2,0.03558390940659758
0,factor_3,,factor_3,0.7058287124562314
0,factor_3,,fed_funds,0.0
0,fed_funds,,factor_1,0.013111283218415449
0,fed_funds,,factor_2,-0.030784655955553672
0,fed_funds,,factor_3,0.0007345784616113008
0,fed_funds,,fed_funds,0.38197235588455
1,factor_1,,factor_1,0.7278989364387326
1,factor_1,,factor_2,0.07110998155134948
1,factor_1,,factor_3,0.11612088179240664
1,factor_1,,fed_funds,0.022652964441774795
1,factor_2,,factor_1,0.08778425527560506
1,factor_2,,factor_2,0.6292050878763046
1,factor_2,,factor_3,0.11353837717437527
1,factor_2,,fed_funds,-0.009261723553532742
1,factor_3,,factor_1,0.015613899027290814
1,factor_3,,factor_2,0.06225926803151355
1,factor_3,,factor_3,0.1689693495707469
1,factor_3,,fed_funds,-0.06429152621879479
1,fed_funds,,factor_1,-0.09027115757287507
1,fed_funds,,factor_2,0.015378367028985946
1,fed_funds,,factor_3,0.00919112140071335
1,fed_funds,,fed_funds,0.25688606432995414
2,factor_1,,factor_1,0.6265138397788943
2,factor_1,,factor_2,0.09906847834740228
2,factor_1,,factor_3,-0.06583839377659298
2,factor_1,,fed_funds,0.09545483432323523
2,factor_2,,factor_1,0.054740301426492194
2,factor_2,,factor_2,0.43783710673018017
2,factor_2,,factor_3,0.16604237455082266
2,factor_2,,fed_funds,-0.04564417604625532
2,factor_3,,factor_1,0.10151038016382005
2,factor_3,,factor_2,0.1405835766102041
2,factor_3,,factor_3,0.23236706533150875
2,factor_3,,fed_funds,-0.0005680234201534494
2,fed_funds,,factor_1,-0.14136372258722385
2,fed_funds,,factor_2,0.07049345530448348
2,fed_funds,,factor_3,0.025480235298461402
2,fed_funds,,fed_funds,0.24298937623928307
3,factor_1,,factor_1,0.37186310902749087
3,factor_1,,factor_2,0.11361180861691915
3,factor_1,,factor_3,-0.0009193289696160326
3,factor_1,,fed_funds,0.12766726968168277
3,factor_2,,factor_1,0.11550857265598817
3,factor_2,,factor_2,0.3073410300312488
3,factor_2,,factor_3,0.13736344473012638
3,factor_2,,fed_funds,-0.04465994053091286
3,factor_3,,factor_1,0.14630100995784917
3,factor_3,,factor_2,0.11827831974881237
3,factor_3,,factor_3,0.11616011129192899
3,factor_3,,fed_funds,-0.013636469075441509
3,fed_funds,,factor_1,-0.154129223103219
3,fed_funds,,factor_2,0.08552765789033616
3,fed_funds,,factor_3,0.0374748537501345
3,fed_funds,,fed_funds,0.20291954079959273
4,factor_1,,factor_1,0.21903784905532772
4,factor_1,,factor_2,0.10278839643081031
4,factor_1,,factor_3,-0.020343179711498276
4,factor_1,,fed_funds,0.1288751123120185
4,factor_2,,factor_1,0.13857536890691918
4,factor_2,,factor_2,0.22676986085723197
4,factor_2,,factor_3,0.1227155463396013
4,factor_2,,fed_funds,-0.038762523587175114
4,factor_3,,factor_1,0.14856036308534545
4,factor_3,,factor_2,0.12188587544740329
4,factor_3,,factor_3,0.09801204989928157
4,factor_3,,fed_funds,0.009320321862988508
4,fed_funds,,factor_1,-0.15291581446308528
4,fed_funds,,factor_2,0.09507642810957491
4,fed_funds,,factor_3,0.050256914622501044
4,fed_funds,,fed_funds,0.17033926839033164
5,factor_1,,factor_1,0.10812550553367035
5,factor_1,,factor_2,0.10051653038695578
5,factor_1,,factor_3,0.002288664790071515
5,factor_1,,fed_funds,0.12979795386441711
5,factor_2,,factor_1,0.14898664772691095
5,factor_2,,factor_2,0.17127773709577712
5,factor_2,,factor_3,0.0944632751256769
5,factor_2,,fed_funds,-0.030087744009948247
5,factor_3,,factor_1,0.13399956060196144
5,factor_3,,factor_2,0.10478937063872823
5,factor_3,,factor_3,0.06447222250964627
5,factor_3,,fed_funds,0.01388853779348982
5,fed_funds,,factor_1,-0.13665588819658075
5,fed_funds,,factor_2,0.09638216057993707
5,fed_funds,,factor_3,0.05579995273667754
5,fed_funds,,fed_funds,0.14024871323039229
6,factor_1,,factor_1,0.03752254855643841
6,factor_1,,factor_2,0.091366263974097
6,factor_1,,factor_3,0.010282018671063748
6,factor_1,,fed_funds,0.11805230169143073
6,factor_2,,factor_1,0.1444797416065604
6,factor_2,,factor_2,0.133557855601763
6,factor_2,,factor_3,0.07339785961888338
6,factor_2,,fed_funds,-0.01913890790507857
6,factor_3,,factor_1,0.11138898160044866
6,factor_3,,factor_2,0.093391870035109
6,factor_3,,factor_3,0.05048839227714579
6,factor_3,,fed_funds,0.022037552590135272
6,fed_funds,,factor_1,-0.1152524657281831
6,fed_funds,,factor_2,0.0943824048193662
6,fed_funds,,factor_3,0.058720422656203766
6,fed_funds,,fed_funds,0.11495771744598095
7,factor_1,,factor_1,-0.004478940472104555
7,factor_1,,factor_2,0.08519689772601556
7,factor_1,,factor_3,0.02116536282782672
7,factor_1,,fed_funds,0.10593589374749832
7,factor_2,,factor_1,0.1307623956206486
7,factor_2,,factor_2,0.10553907940172509
7,factor_2,,factor_3,0.054922477420229626
7,factor_2,,fed_funds,-0.009645709441912285
7,factor_3,,factor_1,0.08830470660299826
7,factor_3,,factor_2,0.08023102707463811
7,factor_3,,factor_3,0.03815043874261243
7,factor_3,,fed_funds,0.02532855727324691
7,fed_funds,,factor_1,-0.09211136386603286
7,fed_funds,,factor_2,0.08983327771378072
7,fed_funds,,factor_3,0.05795242124097037
7,fed_funds,,fed_funds,0.09377285302665946
8,factor_1,,factor_1,-0.026327020060113927
8,factor_1,,factor_2,0.07827708625491574
8,factor_1,,factor_3,0.027253384303872464
8,factor_1,,fed_funds,0.09182834906573133
8,factor_2,,factor_1,0.1122314025184434
8,factor_2,,factor_2,0.08484264601841883
8,factor_2,,factor_3,0.04132346938176779
8,factor_2,,fed_funds,-0.0014111742642651745
8,factor_3,,factor_1,0.06705535551627938
8,factor_3,,factor_2,0.06946622331988524
8,factor_3,,factor_3,0.031159883569151108
8,factor_3,,fed_funds,0.027501205533541254
8,fed_funds,,factor_1,-0.070305737070935
8,fed_funds,,factor_2,0.08406218724255429
8,fed_funds,,factor_3,0.055278724674676434
8,fed_funds,,fed_funds,0.07662006729618615
9,factor_1,,factor_1,-0.03516116244894686
9,factor_1,,factor_2,0.07219429347930297
9,factor_1,,factor_3,0.03137532296289364
9,factor_1,,fed_funds,0.07861808918182234
9,factor_2,,factor_1,0.09231251525241987
9,factor_2,,factor_2,0.06892782805310359
9,factor_2,,factor_3,0.031190459196237964
9,factor_2,,fed_funds,0.004826632863696985
9,factor_3,,factor_1,0.04928441221722751
9,factor_3,,factor_2,0.059872665487508636
9,factor_3,,factor_3,0.025943977956013067
9,factor_3,,fed_funds,0.027768779332305146
9,fed_funds,,factor_1,-0.051247210402605624
9,fed_funds,,factor_2,0.07755907342839187
9,fed_funds,,factor_3,0.051194015003890064
9,fed_funds,,fed_funds,0.06282717229612783
10,factor_1,,factor_1,-0.03599479193861401
10,factor_1,,factor_2,0.06625187879788456
10,factor_1,,factor_3,0.0329673370003609
10,factor_1,,fed_funds,0.06643933687823023
10,factor_2,,factor_1,0.07323102615539874
10,factor_2,,factor_2,0.05664697745228367
10,factor_2,,factor_3,0.02405563775333653
10,factor_2,,fed_funds,0.0092956861315206
10,factor_3,,factor_1,0.03509693018879994
10,factor_3,,factor_2,0.051868549966033656
10,factor_3,,factor_3,0.022487104082229502
10,factor_3,,fed_funds,0.027055977330162736
10,fed_funds,,factor_1,-0.03554331227778952
10,fed_funds,,factor_2,0.07082215891839706
10,fed_funds,,factor_3,0.04647592925701855
10,fed_funds,,fed_funds,0.05188320425707134
11,factor_1,,factor_1,-0.0324859270588959
11,factor_1,,factor_2,0.060641644155943426
11,factor_1,,factor_3,0.03296038050217903
11,factor_1,,fed_funds,0.055835365601127555
11,factor_2,,factor_1,0.056275916459732324
11,factor_2,,factor_2,0.04701920135209344
11,factor_2,,factor_3,0.019059243480479753
11,factor_2,,fed_funds,0.012151833989089563
11,factor_3,,factor_1,0.024292339318619606
11,factor_3,,factor_2,0.0450647350979107
11,factor_3,,factor_3,0.019867882002641623
11,factor_3,,fed_funds,0.02555514205176115
11,fed_funds,,factor_1,-0.023201162746377638
11,fed_funds,,factor_2,0.06411998816975058
11,fed_funds,,factor_3,0.0415440433646089
11,fed_funds,,fed_funds,0.04321882171403517
12,factor_1,,factor_1,-0.026996598483967026
12,factor_1,,factor_2,0.055252403622452886
12,factor_1,,factor_3,0.03170977212226922
12,factor_1,,fed_funds,0.046779917383818856
12,factor_2,,factor_1,0.04200059178747034
12,factor_2,,factor_2,0.039423575456793224
12,factor_2,,factor_3,0.015618528822060097
12,factor_2,,fed_funds,0.01371763586315753
12,factor_3,,factor_1,0.016347570313335908
12,factor_3,,factor_2,0.03933495803241817
12,factor_3,,factor_3,0.017854488355378416
12,factor_3,,fed_funds,0.02363976169888961
12,fed_funds,,factor_1,-0.013911908820613076
12,fed_funds,,factor_2,0.057662186249793676
12,fed_funds,,factor_3,0.036731503443943644
12,fed_funds,,fed_funds,0.03636409698470061
13,factor_1,,factor_1,-0.021025982545722553
13,factor_1,,factor_2,0.05012624622725492
13,factor_1,,factor_3,0.029708383070519706
13,factor_1,,fed_funds,0.0392166917777601
13,factor_2,,factor_1,0.03049155939728386
13,factor_2,,factor_2,0.03337010567879782
13,factor_2,,factor_3,0.013226064740099294
13,factor_2,,fed_funds,0.014288032229273162
13,factor_3,,factor_1,0.010710961270085154
13,factor_3,,factor_2,0.03446097946063102
13,factor_3,,factor_3,0.0161683493985917
13,factor_3,,fed_funds,0.02150848880029183
13,fed_funds,,factor_1,-0.007210745304187712
13,fed_funds,,factor_2,0.05157219698760803
13,fed_funds,,factor_3,0.03222289819298849
13,fed_funds,,fed_funds,0.030911701494578937
14,factor_1,,factor_1,-0.015419133320273351
14,factor_1,,factor_2,0.04526932677738475
14,factor_1,,factor_3,0.02727268878545224
14,factor_1,,fed_funds,0.03296837003397373
14,factor_2,,factor_1,0.02154629240448316
14,factor_2,,factor_2,0.028501727932615142
14,factor_2,,factor_3,0.01152791518736602
14,factor_2,,fed_funds,0.014144335090178031
14,factor_3,,factor_1,0.006845554810147696
14,factor_3,,factor_2,0.030295236952593937
14,factor_3,,factor_3,0.01469726940748083
14,factor_3,,fed_funds,0.01933409247293433
14,fed_funds,,factor_1,-0.002594203970013107
14,fed_funds,,factor_2,0.045926639509566956
14,fed_funds,,factor_3,0.028122711084697397
14,fed_funds,,fed_funds,0.026537026757292994
15,factor_1,,factor_1,-0.010596897783976393
15,factor_1,,factor_2,0.04071047070583036
15,factor_1,,factor_3,0.024663817153839415
15,factor_1,,fed_funds,0.02784777966509782
15,factor_2,,factor_1,0.014820066961310609
15,factor_2,,factor_2,0.024542584750025614
15,factor_2,,factor_3,0.010268126102395417
15,factor_2,,fed_funds,0.013518990349757398
15,factor_3,,factor_1,0.004290813341972655
15,factor_3,,factor_2,0.026703534327465597
15,factor_3,,factor_3,0.013359179793968888
15,factor_3,,fed_funds,0.01722060511754338
15,fed_funds,,factor_1,0.00041566289216650064
15,fed_funds,,factor_2,0.040760779559345976
15,fed_funds,,factor_3,0.024468726377905824
15,fed_funds,,fed_funds,0.022983421442079453
16,factor_1,,factor_1,-0.006703695519868476
16,factor_1,,factor_2,0.03646754406394291
16,factor_1,,factor_3,0.022053421531947448
16,factor_1,,fed_funds,0.023661877727824146
16,factor_2,,factor_1,0.00991811905726398
16,factor_2,,factor_2,0.021284876910668875
16,factor_2,,factor_3,0.009278170436871805
16,factor_2,,fed_funds,0.012598430226332658
16,factor_3,,factor_1,0.002669769572505069
16,factor_3,,factor_2,0.023585192878108757
16,factor_3,,factor_3,0.012119473744044679
16,factor_3,,fed_funds,0.015236727669547838
16,fed_funds,,factor_1,0.002236190533754665
16,fed_funds,,factor_2,0.03608261923034034
16,fed_funds,,factor_3,0.02125941663405484
16,fed_funds,,fed_funds,0.020054964298642276
17,factor_1,,factor_1,-0.0037228947108640035
17,factor_1,,factor_2,0.03255410066538974
17,factor_1,,factor_3,0.019556753468428403
17,factor_1,,fed_funds,0.020237075649976254
17,factor_2,,factor_1,0.006455022627067669
17,factor_2,,factor_2,0.018570562871215182
17,factor_2,,factor_3,0.008449526582578576
17,factor_2,,fed_funds,0.011522737796279789
17,factor_3,,factor_1,0.0016900956013986346
17,factor_3,,factor_2,0.02085944151882964
17,factor_3,,factor_3,0.010960075062003546
17,factor_3,,fed_funds,0.013418202958029946
17,fed_funds,,factor_1,0.0032115078383472126
17,fed_funds,,factor_2,0.03188024716437132
17,fed_funds,,factor_3,0.018468188955208336
17,fed_funds,,fed_funds,0.017604252925043844
18,factor_1,,factor_1,-0.0015521918785310893
18,factor_1,,factor_2,0.028973985032261312
18,factor_1,,factor_3,0.017240259917755855
18,factor_1,,fed_funds,0.017422518968906963
18,factor_2,,factor_1,0.004086208151668123
18,factor_2,,factor_2,0.016280875578011368
18,factor_2,,factor_3,0.007717348429437951
18,factor_2,,fed_funds,0.010392723103190624
18,factor_3,,factor_1,0.0011333198884895294
18,factor_3,,factor_2,0.01846425842180933
18,factor_3,,factor_3,0.009875789350906118
18,factor_3,,fed_funds,0.011780138618426923
18,fed_funds,,factor_1,0.00361238138722922
18,fed_funds,,factor_2,0.02812907666136316
18,fed_funds,,factor_3,0.016055877830773814
18,fed_funds,,fed_funds,0.015522430567796675
19,factor_1,,factor_1,-5.3901058179235576e-05
19,factor_1,,factor_2,0.025723249432341475
19,factor_1,,factor_3,0.015137301846910943
19,factor_1,,fed_funds,0.01509328821317104
19,factor_2,,factor_1,0.0025219757848664224
19,factor_2,,factor_2,0.014326671895996276
19,factor_2,,factor_3,0.007045332032614712
19,factor_2,,fed_funds,0.009276735881263695
19,factor_3,,factor_1,0.0008424634154723631
19,factor_3,,factor_2,0.016350808280918516
19,factor_3,,factor_3,0.008865839615970525
19,factor_3,,fed_funds,0.010322880891184442
19,fed_funds,,factor_1,0.00364337827653609
19,fed_funds,,factor_2,0.02479682068613331
19,fed_funds,,factor_3,0.013978261789537863
19,fed_funds,,fed_funds,0.013729900270886646
20,factor_1,,factor_1,0.0009149211190064712
20,factor_1,,factor_2,0.022790773172584027
20,factor_1,,factor_3,0.013257670404358256
20,factor_1,,fed_funds,0.013148461736968606
20,factor_2,,factor_1,0.0015299011956086998
20,factor_2,,factor_2,0.01264135035404457
20,factor_2,,factor_3,0.006415464749983625
20,factor_2,,fed_funds,0.008218042625240863
20,factor_3,,factor_1,0.0007088294672958408
20,factor_3,,factor_2,0.014480565890535054
20,factor_3,,factor_3,0.007931277405241738
20,factor_3,,fed_funds,0.009037947015890007
20,fed_funds,,factor_1,0.003453138273362902
20,fed_funds,,factor_2,0.021847397937027422
20,fed_funds,,factor_3,0.012191154036851138
20,fed_funds,,fed_funds,0.012168858520444996
