"period","response","shock","var_irf","bvar_irf"
7,"unemployment","fed_funds",0.0407152181179127,0.0377744296348851
7,"unemployment","gdp",-0.0769601842370558,-0.0777281227605092
7,"unemployment","inflation",0.029451309208402,0.0265196690671013
7,"unemployment","unemployment",0.106415950527403,0.108904343368023
8,"fed_funds","fed_funds",0.0845036664302038,0.0881031407848669
8,"fed_funds","gdp",0.0327957846646397,0.0364105103631491
8,"fed_funds","inflation",0.0529805629483526,0.0523348189908243
8,"fed_funds","unemployment",0.0483391606882451,0.0491863031659487
8,"gdp","fed_funds",-0.00506626723835476,-0.00378947439659241
8,"gdp","gdp",-0.0061707545910019,-0.00674362855820157
8,"gdp","inflation",-0.00303689432118365,-0.00274894804055502
8,"gdp","unemployment",0.0018716772257506,0.00410974061012209
8,"inflation","fed_funds",0.00665032279198701,0.00457120247242062
8,"inflation","gdp",-0.00978482152866632,-0.00796638362334792
8,"inflation","inflation",0.00696785210299132,0.00685496000663024
8,"inflation","unemployment",0.0182331408041202,0.0168170431140763
8,"unemployment","fed_funds",0.0416663268968879,0.0388466896003127
8,"unemployment","gdp",-0.0633642715247693,-0.0640163508419286
8,"unemployment","inflation",0.0292172443272377,0.0265445853589067
8,"unemployment","unemployment",0.0944730877134448,0.0969342273431541
9,"fed_funds","fed_funds",0.071680027267464,0.0748302364231659
9,"fed_funds","gdp",0.0218517796349031,0.0253055626099401
9,"fed_funds","inflation",0.0454460512384379,0.0447348840342446
9,"fed_funds","unemployment",0.0468719014941832,0.0477747341808342
9,"gdp","fed_funds",-0.00391173160774352,-0.0024050724742715
9,"gdp","gdp",-0.0050783853920846,-0.00586559824307798
9,"gdp","inflation",-0.0023607644941789,-0.00193955964131689
9,"gdp","unemployment",0.00132279895076964,0.00317380860169457
9,"inflation","fed_funds",0.00681612279523965,0.00501501859311351
9,"inflation","gdp",-0.00923927209767043,-0.00786375181299396
9,"inflation","inflation",0.00589525175003272,0.00519607689072353
9,"inflation","unemployment",0.0162774007222017,0.0150002593217766
9,"unemployment","fed_funds",0.0414149789232961,0.0386908368428187
9,"unemployment","gdp",-0.0523526113294011,-0.0529300732690336
9,"unemployment","inflation",0.0285129019107349,0.0259490734954946
9,"unemployment","unemployment",0.0841862801679969,0.0864333118372361
10,"fed_funds","fed_funds",0.0612953437643301,0.0641581914716161
10,"fed_funds","gdp",0.0135975513769488,0.0168020879822955
10,"fed_funds","inflation",0.03917741782627,0.0384014295352926
10,"fed_funds","unemployment",0.0448476968141653,0.0457562938954826
10,"gdp","fed_funds",-0.00302166119432735,-0.00147090146878728
10,"gdp","gdp",-0.00400774737078817,-0.00471050023436504
10,"gdp","inflation",-0.00183389715720916,-0.00131585867294286
10,"gdp","unemployment",0.000910810690143343,0.00245941943369211
10,"inflation","fed_funds",0.00681079255504611,0.00514505953515938
10,"inflation","gdp",-0.00828359542872134,-0.00722546170491085
10,"inflation","inflation",0.00526829152046123,0.00416725797079085
10,"inflation","unemployment",0.0145407774124669,0.0132686215002267
10,"unemployment","fed_funds",0.0403356381628913,0.0379642022817656
10,"unemployment","gdp",-0.0434997679085297,-0.0440466211025841
10,"unemployment","inflation",0.0274518252499726,0.0249534875073169
10,"unemployment","unemployment",0.0752704499726057,0.0772167805636317
